Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
270400	Smith-lemli-opitz Syndrome	602858	DHCR7	Dhcr7	1	1			1	1	Yes	['pulmonary.ionocyte']	
271665	"Spondylometaepiphyseal Dysplasia, Short Limb-hand Type"	191311	DDR2	Ddr2	1	1			1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast', 'fibroblast']"	['fibroblast.1']
273395	"Tetra-amelia, Autosomal Recessive"	165330	WNT3	Wnt3	1	1			0	0			
275210	"Tight Skin Contracture Syndrome, Lethal"	606480	ZMPSTE24	Zmpste24	1	1			1	1	Yes	['bronchial.vessel.endothelial.cell']	
275210	"Tight Skin Contracture Syndrome, Lethal"	150330	LMNA	Lmna	1	1			1	1	Yes	['bronchial.vessel.endothelial.cell']	
277300	"Spondylocostal Dysostosis, Autosomal Recessive 1"	602768	DLL3	Dll3	1	1	PS277300	Spondylocostal dysostosis	0	0			
280000	Zunich Neuroectodermal Syndrome	605947	PIGL	Pigl	1	1			1	1	No		
300209	"Simpson-golabi-behmel Syndrome, Type 2"	300170	OFD1	Ofd1	1	1			1	0			
300260	Lubs X-linked Mental Retardation Syndrome	300005	MECP2	Mecp2	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1	No	"['endothelial.cell.of.lymphatic.vessel', 'lung.ciliated.cell']"	
300310	"Agammaglobulinemia, X-linked, Type 2"	300374	SH3KBP1	Sh3kbp1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
300310	"Agammaglobulinemia, X-linked, Type 2"	300374	SH3KBP1	Sh3kbp1	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
300400	"Severe Combined Immunodeficiency, X-linked"	308380	IL2RG	Il2rg	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
300455	"Retinitis Pigmentosa, X-linked, And Sinorespiratory Infections, Withor Without Deafness"	312610	RPGR	Rpgr	1	1			1	1	NA		
300514	"Fanconi Anemia, Complementation Group B"	300515	FANCB	Fancb	1	1	PS227650	Fanconi anemia	0	0			
300635	"Lymphoproliferative Syndrome, X-linked, 2"	300079	XIAP	Xiap	1	1	PS308240	Lymphoproliferative syndrome	1	1	NA	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'nk.cell']"	['lymphocyte']
300707	"Toe Syndactyly, Telecanthus, And Anogenital And Renal Malformations"	300708	CCNQ	Ccnq	1	1			1	0			
300755	"Agammaglobulinemia, X-linked"	300300	BTK	Btk	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
300755	"Agammaglobulinemia, X-linked"	300300	BTK	Btk	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
300770	"Surfactant Metabolism Dysfunction, Pulmonary, 4"	306250	CSF2RA	Csf2ra	1	1	PS265120	"Surfactant metabolism dysfunction, pulmonary"	0	1	Yes	['type.ii.pneumocyte']	['pulmonary.ionocyte..type.II.pneumocyte']
300853	"Immunodeficiency, X-linked, With Magnesium Defect, Epstein-barr Virus Infection And Neoplasia"	300715	MAGT1	Magt1	1	1			1	1	Yes	"['capillary.aerocyte', 'endothelial.cell.of.artery']"	
300855	Ogden Syndrome	300013	NAA10	Naa10	1	1			1	1	No		
300968	"Mental Retardation, X-linked 99, Syndromic, Female-restricted"	300072	USP9X	Usp9x	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1	No		
300978	Tonne-kalscheuer Syndrome	300379	RLIM	Rlim	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1	NA	"['endothelial.cell.of.lymphatic.vessel', 'lung.ciliated.cell']"	
300978	Tonne-kalscheuer Syndrome	300379	RLIM	Rlim	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1	NA		
300988	Immunodeficiency 50	309845	MSN	Msn	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
300989	Meester-loeys Syndrome	301870	BGN	Bgn	1	1			1	1	No		
300991	"Ciliary Dyskinesia, Primary, 36, X-linked"	300933	DNAAF6	Dnaaf6b	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
300991	"Ciliary Dyskinesia, Primary, 36, X-linked"	300933	DNAAF6	Dnaaf6	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
301000	Wiskott-aldrich Syndrome	300392	WAS	Was	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
301030	Van Esch-o'driscoll Syndrome	312040	POLA1	Pola1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	0		"['endothelial.cell.of.lymphatic.vessel', 'lung.ciliated.cell']"	
301044	"Developmental And Epileptic Encephalopathy 85, With Or Without Midline Brain Defects"	300040	SMC1A	Smc1a	1	1	PS308350	Developmental and epileptic encephalopathy	1	1	No		
301220	"Pigmentary Disorder, Reticulate, With Systemic Manifestations, X-linked"	312040	POLA1	Pola1	1	1			1	0			
301835	Arts Syndrome	311850	PRPS1	Prps1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1	Yes	"['endothelial.cell.of.lymphatic.vessel', 'lung.ciliated.cell']"	
305000	"Dyskeratosis Congenita, X-linked"	300126	DKC1	Dkc1	1	1	PS127550	Dyskeratosis congenita	1	1	Yes	['bronchial.vessel.endothelial.cell']	
306400	"Chronic Granulomatous Disease, X-linked"	300481	CYBB	Cybb	1	1	PS306400	"Granulomatous disease, chronic"	1	1	Yes	['neutrophil']	
307200	"Hypogammaglobulinemia And Isolated Growth Hormone Deficiency, X-linked"	300300	BTK	Btk	1	1	PS262400	Isolated growth hormone deficiency	1	1	Yes	"['basophil', 'plasmacytoid.dendritic.cell']"	
308050	Congenital Hemidysplasia With Ichthyosiform Erythroderma And Limb Defects	300275	NSDHL	Nsdhl	1	1			1	1	Yes	"['plasmacytoid.dendritic.cell', 'pulmonary.ionocyte', 'type.ii.pneumocyte']"	
308230	"Immunodeficiency, X-linked, With Hyper-igm"	300386	CD40LG	Cd40lg	1	1	PS300755	Immunodeficiency (Select Examples)	1	0			
308230	"Immunodeficiency, X-linked, With Hyper-igm"	300386	CD40LG	Cd40lg	1	1	PS308230	Immunodeficiency with hyper-IgM	1	0			
308240	"Lymphoproliferative Syndrome, X-linked, 1"	300490	SH2D1A	Sh2d1a	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
308240	"Lymphoproliferative Syndrome, X-linked, 1"	300490	SH2D1A	Sh2d1a	1	1	PS308240	Lymphoproliferative syndrome	1	1	Yes	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'nk.cell']"	['lymphocyte']
309350	Melnick-needles Syndrome	300017	FLNA	Flna	1	1			1	1	NA		
309800	"Microphthalmia, Syndromic 1"	300013	NAA10	Naa10	1	1	PS309800	"Microphthalmia, syndromic"	1	1	Yes	"['bronchial.vessel.endothelial.cell', 'endothelial.cell.of.artery']"	
312863	"Combined Immunodeficiency, X-linked"	308380	IL2RG	Il2rg	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
312870	"Simpson-golabi-behmel Syndrome, Type 1"	300037	GPC3	Gpc3	1	1			1	1	Yes	"['alveolar.fibroblast', 'fibroblast']"	['fibroblast.1']
600001	Pancreatic Agenesis And Congenital Heart Defects	601656	GATA6	Gata6	1	1			1	1	No		
600376	Osler-rendu-weber Syndrome 2	601284	ACVRL1	Acvrl1	1	1	PS187300	"Telangiectasia, hereditary hemorrhagic"	1	1	Yes	"['capillary.aerocyte', 'capillary.endothelial.cell', 'endothelial.cell.of.artery']"	['capillary.endothelial.cell']
600802	"Scid, Autosomal Recessive, T-negative/b-positive Type"	600173	JAK3	Jak3	1	1			1	1	Yes	"['cd4.positive..alpha.beta.t.cell', 'neutrophil']"	
601005	Timothy Syndrome	114205	CACNA1C	Cacna1c	1	1			1	0			
601186	"Microphthalmia, Syndromic 9"	610745	STRA6	Stra6	1	1	PS300345	"Microphthalmia, isolated, with coloboma"	1	0	Yes		
601186	"Microphthalmia, Syndromic 9"	610745	STRA6	Stra6	1	1	PS309800	"Microphthalmia, syndromic"	1	0	Yes	"['bronchial.vessel.endothelial.cell', 'endothelial.cell.of.artery']"	
601200	Pleuropulmonary Blastoma	606241	DICER1	Dicer1	1	1			1	1	Yes	"['classical.monocyte', 'intermediate.monocyte']"	
601457	"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-positive"	179615	RAG1	Rag1	1	1			0	0			
601457	"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-positive"	179616	RAG2	Rag2	1	1			0	0			
601495	"Agammaglobulinemia 1, Autosomal Recessive"	147020	IGHM		1	1	PS601495	Agammaglobulinemia	1	0			
601559	Stuve-wiedemann Syndrome	151443	LIFR	Lifr	1	1			1	1	NA		
601776	"Ehlers-danlos Syndrome, Musculocontractural Type"	608429	CHST14	Chst14	1	1	PS130000	Ehlers-Danlos syndrome	1	1	Yes		
602079	Trimethylaminuria	136132	FMO3	Fmo3	1	1			1	0			
602088	Nephronophthisis 2	243305	INVS	Invs	1	1	PS256100	Nephronophthisis	1	0			
602271	"Spondylometaphyseal Dysplasia, Axial"	603191	CFAP410	Cfap410	1	1	PS184255	Spondylometaphyseal dysplasia	1	0			
602398	Desmosterolosis	606418	DHCR24	Dhcr24	1	1			1	1	No		
602450	Severe Combined Immunodeficiency With Sensitivity To Ionizing Radiation	605988	DCLRE1C	Dclre1c	1	1			1	1	Yes	"['nk.cell', 'plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	
602535	Marshall-smith Syndrome	164005	NFIX	Nfix	1	1			1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast']"	
603467	"Fanconi Anemia, Complementation Group F"	613897	FANCF	Fancf	1	1	PS227650	Fanconi anemia	1	0			
603554	Omenn Syndrome	605988	DCLRE1C	Dclre1c	1	1			1	1	Yes	"['nk.cell', 'plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	
603554	Omenn Syndrome	179615	RAG1	Rag1	1	1			0	0	Yes	"['nk.cell', 'plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	
603554	Omenn Syndrome	179616	RAG2	Rag2	1	1			0	0	Yes	"['nk.cell', 'plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	
603585	"Congenital Disorder Of Glycosylation, Type Iif"	605634	SLC35A1	Slc35a1	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1	No	['respiratory.mucous.cell']	
604173	Poikiloderma With Neutropenia	613276	USB1	Usb1	1	1			1	0			
604571	"Bare Lymphocyte Syndrome, Type I"	170261	TAP2	Tap2	1	1			1	1	Yes	['capillary.endothelial.cell']	
604571	"Bare Lymphocyte Syndrome, Type I"	170260	TAP1	Tap1	1	1			1	1	Yes	['capillary.endothelial.cell']	
604571	"Bare Lymphocyte Syndrome, Type I"	601962	TAPBP	Tapbp	1	1			1	1	Yes	['capillary.endothelial.cell']	
605258	"Immunodeficiency With Hyper-igm, Type 2"	605257	AICDA	Aicda	1	1	PS308230	Immunodeficiency with hyper-IgM	0	0			
606170	Genitopatellar Syndrome	605880	KAT6B		1	1			1	0			
606217	"Atrioventricular Septal Defect, Susceptibility To, 2"	607170	CRELD1	Creld1	1	1	PS606215	Atrioventricular septal defect	1	1	No		
606367	Immunodeficiency 41 With Lymphoproliferation And Autoimmunity	147730	IL2RA	Il2ra	1	1	PS300755	Immunodeficiency (Select Examples)	0	0	Yes		
606690	Lymphangioleiomyomatosis	605284	TSC1	Tsc1	1	1			1	1	Yes	['fibroblast']	
606763	"Ciliary Dyskinesia, Primary, 2"	614566	DNAAF3	Dnaaf3	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
607014	Hurler Syndrome	252800	IDUA	Idua	1	1	PS607014	Mucopolysaccharidoses	1	0	Yes		
607015	Hurler-scheie Syndrome	252800	IDUA	Idua	1	1	PS607014	Mucopolysaccharidoses	1	0	Yes		
607143	"Congenital Disorder Of Glycosylation, Type Ig"	607144	ALG12	Alg12	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1	NA		
607271	"Autoimmune Lymphoproliferative Syndrome, Type Iib"	601763	CASP8	Casp8	1	1			1	1	Yes	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'nk.cell']"	
607594	"Immunodeficiency, Common Variable, 1"	604558	ICOS	Icos	1	1	PS607594	"Immunodeficiency, common variable"	1	0	Yes	['b.cell']	['B.cell']
607616	"Niemann-pick Disease, Type B"	607608	SMPD1	Smpd1	1	1			1	1	Yes	['type.i.pneumocyte']	
607944	Spondyloenchondrodysplasia With Immune Dysregulation	171640	ACP5		1	1	PS184255	Spondylometaphyseal dysplasia	1	0			
608022	Diaphanospondylodysostosis	608699	BMPER	Bmper	1	1			1	1	Yes	['pericyte.cell']	
608033	"Necrotizing Encephalopathy, Acute, Autosomal Dominant"	601181	RANBP2		1	1	PS610551	"Encephalopathy, acute, infection-induced"	1	0			
608106	"Immunodeficiency With Hyper-igm, Type 5"	191525	UNG	Ung	1	1	PS308230	Immunodeficiency with hyper-IgM	1	0	Yes		
608233	Hermansky-pudlak Syndrome 2	603401	AP3B1	Ap3b1	1	1	PS203300	Hermansky-Pudlak syndrome	1	1	Yes		
608644	"Ciliary Dyskinesia, Primary, 3, With Or Without Situs Inversus"	603335	DNAH5	Dnah5	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
608647	"Ciliary Dyskinesia, Primary, 5"	610812	HYDIN	Hydin	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
608681	"Spondylocostal Dysostosis 2, Autosomal Recessive"	605195	MESP2	Mesp2	1	1	PS277300	Spondylocostal dysostosis	0	0			
608957	"Cd8 Deficiency, Familial"	186910	CD8A	Cd8a	1	1			1	0			
608971	"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-positive, Nk Cell-positive"	151460	PTPRC	Ptprc	1	1			1	1	Yes	['cd4.positive..alpha.beta.t.cell']	['lymphocyte']
608971	"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-positive, Nk Cell-positive"	146661	IL7R	Il7r	1	1			1	1	Yes	['cd4.positive..alpha.beta.t.cell']	['lymphocyte']
609192	"Loeys-dietz Syndrome, Type 1a Loeys-dietz Aortic Aneurysm Syndrome"	190181	TGFBR1	Tgfbr1	1	1	PS607086	"Aortic aneurysm, familial thoracic"	1	1	No		
609192	"Loeys-dietz Syndrome, Type 1a Loeys-dietz Aortic Aneurysm Syndrome"	190181	TGFBR1	Tgfbr1	1	1	PS609192	Loeys-Dietz syndrome	1	1	No		
609529	Immunoglobulin A Deficiency 2	604907	TNFRSF13B	Tnfrsf13b	1	1			1	1	NA		
609981	Natural Killer Cell And Glucocorticoid Deficiency With Dna Repairdefect	602638	MCM4	Mcm4	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
610015	"Glutamine Deficiency, Congenital"	138290	GLUL	Glul	1	1			1	1	NA		
610163	Immunodeficiency 25	186780	CD247	Cd247	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
610168	"Loeys-dietz Syndrome, Type 1b"	190182	TGFBR2	Tgfbr2	1	1	PS607086	"Aortic aneurysm, familial thoracic"	1	1	No		
610168	"Loeys-dietz Syndrome, Type 1b"	190182	TGFBR2	Tgfbr2	1	1	PS609192	Loeys-Dietz syndrome	1	1	No		
610205	Alagille Syndrome 2	600275	NOTCH2	Notch2	1	1	PS118450	Alagille syndrome	1	1	No		
610253	Kleefstra Syndrome	607001	EHMT1	Ehmt1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1	No	"['pericyte.cell', 'plasmacytoid.dendritic.cell']"	
610253	Kleefstra Syndrome	607001	EHMT1	Ehmt1	1	1	PS610253	Kleefstra syndrome	1	1	No		
610682	"Osteogenesis Imperfecta, Type Vii"	605497	CRTAP	Crtap	1	1	PS166200	Osteogenesis imperfecta	1	1	Yes	['adventitial.cell']	['fibroblast.1']
610798	Immunodeficiency Due To Defect In Mapbp-interacting Protein	610389	LAMTOR2	Lamtor2	1	1			1	1	Yes	"['classical.monocyte', 'intermediate.monocyte', 'macrophage']"	['alveolar.macrophage']
610852	"Ciliary Dyskinesia, Primary, 6"	607421	NME8	Nme8	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
610913	"Surfactant Metabolism Dysfunction, Pulmonary, 2"	178620	SFTPC	Sftpc	1	1	PS265120	"Surfactant metabolism dysfunction, pulmonary"	1	1	Yes	['type.ii.pneumocyte']	['pulmonary.ionocyte..type.II.pneumocyte']
610921	"Surfactant Metabolism Dysfunction, Pulmonary, 3"	601615	ABCA3	Abca3	1	1	PS265120	"Surfactant metabolism dysfunction, pulmonary"	1	1	Yes	['type.ii.pneumocyte']	['pulmonary.ionocyte..type.II.pneumocyte']
610978	"Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distresschoreoathetosis And Congenital Hypothyroidism, Included"	600635	NKX2-1	Nkx2-1	1	1			1	1	Yes	"['club.cell', 'type.i.pneumocyte']"	['pulmonary.ionocyte..type.II.pneumocyte']
610984	Complement Factor I Deficiency	217030	CFI	Cfi	1	1			1	0			
611521	Immunodeficiency 35	176941	TYK2	Tyk2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
611812	"46,xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs"	603490	WNT4	Wnt4	1	1			1	1	Yes	"['basal.cell', 'pulmonary.ionocyte', 'respiratory.mucous.cell']"	
611884	"Ciliary Dyskinesia, Primary, 7"	603339	DNAH11	Dnah11	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
611943	Riddle Syndrome	612688	RNF168	Rnf168	1	1			1	1	Yes	['nk.cell']	
612132	"Ectodermal Dysplasia, Anhidrotic, With T-cell Immunodeficiency, Autosomal"	164008	NFKBIA	Nfkbia	1	1	PS300291	Ectodermal dysplasia and immune deficiency	1	1	Yes	['neutrophil']	
612284	"Meckel Syndrome, Type 6"	612013	CC2D2A	Cc2d2a	1	1	PS249000	Meckel syndrome	1	1	NA	['lung.ciliated.cell']	['ciliated.epithelial.cell']
612289	Fontaine Progeroid Syndrome	608744	SLC25A24	Slc25a24	1	1			1	1	Yes	['intermediate.monocyte']	
612301	"Osteopetrosis, Autosomal Recessive 7"	603499	TNFRSF11A	Tnfrsf11a	1	1	PS259700	"Osteopetrosis, autosomal recessive"	1	0			
612387	"Sarcoidosis, Susceptibility To, 2"	606000	BTNL2	Btnl2	1	1			0	0			
612444	"Ciliary Dyskinesia, Primary, 9, With Or Without Situs Inversus"	605483	DNAI2	Dnai2	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
612518	"Ciliary Dyskinesia, Primary, 10"	612517	DNAAF2	Dnaaf2	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
612541	"Neutropenia, Severe Congenital, 4, Autosomal Recessive"	611045	G6PC3	G6pc3	1	1	PS202700	"Neutropenia, severe congenital"	1	1	Yes	"['plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	['ciliated.epithelial.cell']
612649	"Ciliary Dyskinesia, Primary, 11"	612647	RSPH4A	Rsph4a	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
612650	"Ciliary Dyskinesia, Primary, 12"	612648	RSPH9	Rsph9	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
612692	"Agammaglobulinemia 6, Autosomal Recessive"	147245	CD79B	Cd79b	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
612852	Interleukin 1 Receptor Antagonist Deficiency	147679	IL1RN	Il1rn	1	1			1	1	Yes	['neutrophil']	['alveolar.macrophage']
613011	Lymphoproliferative Syndrome 1	186973	ITK	Itk	1	1	PS308240	Lymphoproliferative syndrome	1	1	NA	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'nk.cell']"	['lymphocyte']
613021	Bronchiectasis With Or Without Elevated Sweat Chloride 2	600228	SCNN1A	Scnn1a	1	1	PS211400	Bronchiectasis	1	1	Yes	['pulmonary.ionocyte']	
613071	Bronchiectasis With Or Without Elevated Sweat Chloride 3	600761	SCNN1G	Scnn1g	1	1	PS211400	Bronchiectasis	1	0	Yes	['pulmonary.ionocyte']	
613101	"Hemophagocytic Lymphohistiocytosis, Familial, 5"	601717	STXBP2	Stxbp2	1	1	PS267700	"Hemophagocytic lymphohistiocytosis, familial"	1	1	No		
613177	"Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities"	604710	LTBP4	Ltbp4	1	1	PS123700	Cutis laxa	1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast']"	
613179	Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency	164050	PNP	Pnp	1	1			1	1	Yes	['bronchial.vessel.endothelial.cell']	
613179	Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency	164050	PNP	Pnp2	1	1			1	0	Yes	['bronchial.vessel.endothelial.cell']	
613193	"Ciliary Dyskinesia, Primary, 13"	613190	DNAAF1	Dnaaf1	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
613254	Tuberous Sclerosis-2	147570	IFNG	Ifng	1	1	PS191100	Tuberous sclerosis	1	1	Yes		
613254	Tuberous Sclerosis-2	191092	TSC2	Tsc2	1	1	PS191100	Tuberous sclerosis	1	1	Yes		
613385	"Autoimmune Disease, Multisystem, With Facial Dysmorphism"	606409	ITCH	Itch	1	1			1	1	Yes	['nk.cell']	
613426	"Cardiomyopathy, Dilated, 1s"	160760	MYH7	Myh7	1	1	PS115200	Dilated cardiomyopathy	0	1	No		
613426	"Cardiomyopathy, Dilated, 1s"	160760	MYH7	Myh7	1	1	PS604169	Left ventricular noncompaction	0	1	No		
613489	"Congenital Disorder Of Glycosylation, Type Iij"	606976	COG4	Cog4	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1	NA	['respiratory.mucous.cell']	
613490	Alpha-1-antitrypsin Deficiency	107400	SERPINA1	Serpina1e	1	1			1	0		"['macrophage', 'neutrophil', 'type.ii.pneumocyte']"	
613490	Alpha-1-antitrypsin Deficiency	107400	SERPINA1	Serpina1c	1	1			1	0		"['macrophage', 'neutrophil', 'type.ii.pneumocyte']"	
613490	Alpha-1-antitrypsin Deficiency	107400	SERPINA1	Serpina1d	1	1			1	0		"['macrophage', 'neutrophil', 'type.ii.pneumocyte']"	
613490	Alpha-1-antitrypsin Deficiency	107400	SERPINA1	Serpina1b	1	1			1	0		"['macrophage', 'neutrophil', 'type.ii.pneumocyte']"	
613490	Alpha-1-antitrypsin Deficiency	107400	SERPINA1	Serpina1a	1	1			1	1	Yes	"['macrophage', 'neutrophil', 'type.ii.pneumocyte']"	
613493	"Immunodeficiency, Common Variable, 3"	107265	CD19	Cd19	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
613494	"Immunodeficiency, Common Variable, 4"	606269	TNFRSF13C	Tnfrsf13c	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
613495	"Immunodeficiency, Common Variable, 5"	112210	MS4A1	Ms4a1	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
613496	"Immunodeficiency, Common Variable, 6"	186845	CD81	Cd81	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
613500	"Agammaglobulinemia 2, Autosomal Recessive"	146770	IGLL1	Igll1	1	1	PS601495	Agammaglobulinemia	0	0	Yes		
613501	"Agammaglobulinemia 3, Autosomal Recessive"	112205	CD79A	Cd79a	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
613502	"Agammaglobulinemia 4, Autosomal Recessive"	604515	BLNK	Blnk	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
613563	Noonan Syndrome-like Disorder With Or Without Juvenile Myelomonocyticleukemia	165360	CBL	Cbl	1	1			1	1	NA		
613658	Rajab Interstitial Lung Disease With Brain Calcifications	609690	FARSB	Farsb	1	1	PS613658	Rajab interstitial lung disease with brain calcifications	1	1	Yes	['smooth.muscle.cell']	
613759	"Infections, Recurrent, With Encephalopathy, Hepatic Dysfunction, And Cardiovascular Malformations"	602457	FADD	Fadd	1	1			1	1	NA		
613791	Masp2 Deficiency	605102	MASP2	Masp2	1	1	PS614372	Lectin complement activation pathway defects	0	0			
613795	"Loeys-dietz Syndrome, Type 3"	603109	SMAD3	Smad3	1	1	PS609192	Loeys-Dietz syndrome	1	1	No		
613803	Meier-gorlin Syndrome 3	607213	ORC6	Orc6	1	1	PS224690	Meier-Gorlin syndrome	0	1	Yes		
613804	Meier-gorlin Syndrome 4	605525	CDT1	Cdt1	1	1	PS224690	Meier-Gorlin syndrome	1	1	Yes		
613807	"Ciliary Dyskinesia, Primary, 14"	613798	CCDC39	Ccdc39	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
613808	"Ciliary Dyskinesia, Primary, 15"	613799	CCDC40	Ccdc40	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
613848	"Osteogenesis Imperfecta, Type X"	600943	SERPINH1	Serpinh1	1	1	PS166200	Osteogenesis imperfecta	1	1	Yes	['adventitial.cell']	['fibroblast.1']
613854	"Congenital Heart Defects, Multiple Types, 6"	602880	GDF1	Gdf1	1	1			0	0			
613860	Immunodeficiency Due To Ficolin 3 Deficiency	604973	FCN3		1	1	PS614372	Lectin complement activation pathway defects	1	0			
613953	Immunodeficiency 51	605461	IL17RA	Il17ra	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
613960	"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-positive,type Iii"	601488	NCF4	Ncf4	1	1	PS306400	"Granulomatous disease, chronic"	1	1	Yes	['neutrophil']	
613989	"Dyskeratosis Congenita, Autosomal Dominant, 2"	187270	TERT	Tert	1	1	PS127550	Dyskeratosis congenita	0	0	Yes	['bronchial.vessel.endothelial.cell']	
613990	"Dyskeratosis Congenita, Autosomal Dominant, 3"	604319	TINF2	Tinf2	1	1	PS127550	Dyskeratosis congenita	1	0	Yes	['bronchial.vessel.endothelial.cell']	
614069	Immunodeficiency-centromeric Instability-facial Anomalies Syndrome2	614064	ZBTB24	Zbtb24	1	1	PS242860	Immunodeficiency-centromeric instability-facial anomalies	1	1	Yes	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'b.cell']"	
614073	Hermansky-pudlak Syndrome 4	606682	HPS4	Hps4	1	1	PS203300	Hermansky-Pudlak syndrome	1	1	Yes		
