Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
300884	"Epileptic Encephalopathy, Early Infantile, 36"	300776	ALG13		1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
300886	"Mental Retardation, X-linked, Syndromic 32"	300138	CLIC2		1	1	PS309510	"Mental retardation, X-linked syndromic"	1	0			
300894	Neurodegeneration With Brain Iron Accumulation 5	300526	WDR45	Wdr45	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	1			
300896	"Congenital Disorder Of Glycosylation, Type Iim"	314375	SLC35A2		1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	0			
300896	"Congenital Disorder Of Glycosylation, Type Iim"	314375	SLC35A2		1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
300905	"Charcot-marie-tooth Disease, X-linked Dominant, 6"	300906	PDK3	Pdk3	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
300911	"Parkinsonism With Spasticity, X-linked"	300556	ATP6AP2	Atp6ap2	1	1			1	1		['macrophage']	
300912	"Mental Retardation, X-linked 98"	300524	NEXMIF	Nexmif	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	0	0			
300919	"Mental Retardation, X-linked 99"	300072	USP9X	Usp9x	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
300934	"Congenital Disorder Of Glycosylation, Type Iy"	300090	SSR4	Ssr4	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
300952	Linear Skin Defects With Multiple Congenital Anomalies 3	300403	NDUFB11	Ndufb11	1	1	PS309801	Linear skin defects with multiple congenital anomalies	1	1		['fast.muscle.cell']	['striated.muscle.cell']
300957	"Mental Retardation, X-linked 12/35"	300395	THOC2	Thoc2	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
300958	"Intellectual Developmental Disorder, X-linked, Syndrome, Snijders Blok Type"	300160	DDX3X	Ddx3x	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
300960	Mend Syndrome	300205	EBP	Ebp	1	1			1	1		['mature.nk.t.cell']	
300963	Ritscher-schinzel Syndrome 2	300859	CCDC22	Ccdc22	1	1	PS220210	Ritscher-Schinzel syndrome	0	1			
300966	"Mental Retardation, X-linked, Syndromic 33"	313650	TAF1	Taf1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
300967	"Mental Retardation, X-linked, Syndromic 34"	300084	NONO	Nono	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
300968	"Mental Retardation, X-linked 99, Syndromic, Female-restricted"	300072	USP9X	Usp9x	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
300978	Tonne-kalscheuer Syndrome	300379	RLIM	Rlim	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
300978	Tonne-kalscheuer Syndrome	300379	RLIM	Rlim	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
300983	"Mental Retardation, X-linked 104"	300838	FRMPD4	Frmpd4	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	0	0			
300986	"Mental Retardation, X-linked, Syndromic, Bain Type"	300610	HNRNPH2	Hnrnph2	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
300989	Meester-loeys Syndrome	301870	BGN	Bgn	1	1			1	1		"['smooth.muscle.cell', 'tendon.cell']"	['tendon.cell']
300990	"Midface Hypoplasia, Hearing Impairment, Elliptocytosis, And Nephrocalcinosis"	300195	AMMECR1	Ammecr1	1	1			1	0			
300998	"Mental Retardation, X-linked, Syndromic, 35"	312173	RPL10	Rpl10	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
301006	"Galloway-mowat Syndrome 2, X-linked"	300060	LAGE3		1	1	PS251300	Galloway-Mowat syndrome	1	0			
301020	"Mitochondrial Complex I Deficiency, Nuclear Type 12"	300078	NDUFA1	Ndufa1	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
301022	"Neurodevelopmental Disorder, X-linked, With Craniofacial Abnormalities"	300826	STAG2	Stag2	1	1			1	1		['mast.cell']	
301024	"Intellectual Developmental Disorder, X-linked 108"	300368	SLC9A7	Slc9a7	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	0	0			
301029	Shukla-vernon Syndrome	300688	BCORL1	Bcorl1	1	1			1	0			
301030	Van Esch-o'driscoll Syndrome	312040	POLA1	Pola1	1	1	PS309510	"Mental retardation, X-linked syndromic"	0	0			
301032	Basilicata-akhtar Syndrome	300609	MSL3	Msl3	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
301039	"Intellectual Developmental Disorder, X-linked, Syndromic, Hackman-di Donato Type"	300766	NKAP	Nkap	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
301040	"Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked"	300032	ATRX	Atrx	1	1			1	1			
301041	"Wieacker-wolff Syndrome, Female-restricted"	300897	ZC4H2		1	1	PS314580	Wieacker-Wolff syndrome	0	0			
301044	"Developmental And Epileptic Encephalopathy 85, With Or Without Midline Brain Defects"	300040	SMC1A	Smc1a	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
301500	Fabry Disease	300644	GLA	Gla	1	1			1	1		['pericyte.cell']	['pericyte.cell']
301830	"Spinal Muscular Atrophy, X-linked 2"	314370	UBA1	Uba1	1	1			1	1			
301835	Arts Syndrome	311850	PRPS1	Prps1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
301900	Borjeson-forssman-lehmann Syndrome	300414	PHF6	Phf6	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
302060	Barth Syndrome	300394	TAFAZZIN	Taz	1	1	PS250950	3-Methylglutaconic aciduria	0	1			
302500	"Spinocerebellar Ataxia, X-linked 1"	300014	ATP2B3	Atp2b3	1	1			0	0			
302800	"Charcot-marie-tooth Disease, X-linked, 1"	304040	GJB1	Gjb1	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
303350	Masa Syndrome	308840	L1CAM	L1cam	1	1	PS303350	Spastic paraplegia	1	1			
303600	Coffin-lowry Syndrome	300075	RPS6KA3	Rps6ka3	1	1			1	0			
304100	"Corpus Callosum, Partial Agenesis Of, X-linked"	308840	L1CAM	L1cam	1	1			1	1		['mast.cell']	
304110	Craniofrontonasal Syndrome	300035	EFNB1	Efnb1	1	1			1	1		['capillary.endothelial.cell']	['capillary.endothelial.cell']
304340	"Mental Retardation, X-linked, Syndromic 5"	300629	AP1S2	Ap1s2	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
304700	Mohr-tranebjaerg Syndrome	300356	TIMM8A	Timm8a1	1	1			1	1		"['mast.cell', 'skeletal.muscle.satellite.stem.cell']"	['skeletal.muscle.satellite.cell']
305450	Opitz-kaveggia Syndrome	300188	MED12	Med12	1	1			0	1			
305600	Focal Dermal Hypoplasia	300651	PORCN	Porcn	1	1			0	0			
305620	Frontometaphyseal Dysplasia	300017	FLNA	Flna	1	1	PS305620	Frontometaphyseal dysplasia	1	1		['smooth.muscle.cell']	['pericyte.cell']
307000	Hydrocephalus Due To Congenital Stenosis Of Aqueduct Of Sylvius	308840	L1CAM	L1cam	1	1	PS236600	"Hydrocephalus, congenital"	1	1		['mast.cell']	
307030	Glycerol Kinase Deficiency	300474	GK	Gykl1	1	1			1	0			
308050	Congenital Hemidysplasia With Ichthyosiform Erythroderma And Limb Defects	300275	NSDHL	Nsdhl	1	1			0	1			
308300	Incontinentia Pigmenti	300248	IKBKG	Ikbkg	1	1			1	0			
308350	"Epileptic Encephalopathy, Early Infantile, 1"	300382	ARX	Arx	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
309000	Lowe Oculocerebrorenal Syndrome	300535	OCRL	Ocrl	1	1			1	1			
309400	Menkes Disease	300011	ATP7A	Atp7a	1	1			1	1		['endothelial.cell.of.artery']	
309500	Renpenning Syndrome	300463	PQBP1	Pqbp1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
309510	Partington Syndrome	300382	ARX	Arx	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	0			
309520	Lujan-fryns Syndrome	300188	MED12	Med12	1	1	PS309510	"Mental retardation, X-linked syndromic"	0	1			
309530	"Mental Retardation, X-linked 1"	300522	IQSEC2	Iqsec2	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
309541	"Mental Retardation, X-linked 3"	300019	HCFC1	Hcfc1	1	1	PS309530	"Mental retardation, nonsyndromic, X-linked"	1	1			
309580	"Mental Retardation-hypotonic Facies Syndrome, X-linked, 1"	300032	ATRX	Atrx	1	1			1	1			
309583	"Mental Retardation, X-linked, Snyder-robinson Type"	300105	SMS	Sms-ps	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	0			
309583	"Mental Retardation, X-linked, Snyder-robinson Type"	300105	SMS	Sms	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
309585	Wilson-turner Syndrome	300964	LAS1L	Las1l	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
309590	"Mental Retardation, X-linked, Syndromic, Turner Type"	300697	HUWE1	Huwe1	1	1	PS309510	"Mental retardation, X-linked syndromic"	1	1			
309800	"Microphthalmia, Syndromic 1"	300013	NAA10	Naa10	1	1	PS309800	"Microphthalmia, syndromic"	1	1			
309801	"Microphthalmia, Syndromic 7"	300056	HCCS	Hccs	1	1	PS309800	"Microphthalmia, syndromic"	1	1			
309801	"Microphthalmia, Syndromic 7"	300056	HCCS	Hccs	1	1	PS309801	Linear skin defects with multiple congenital anomalies	1	1		['fast.muscle.cell']	['striated.muscle.cell']
309900	Mucopolysaccharidosis Type Ii	300823	IDS	Ids	1	1	PS607014	Mucopolysaccharidoses	1	1			
310200	"Muscular Dystrophy, Duchenne Type"	300377	DMD	Dmd	1	1			1	1	Yes	"['fast.muscle.cell', 'smooth.muscle.cell']"	['pericyte.cell']
310300	"Emery-dreifuss Muscular Dystrophy, X-linked"	300384	EMD	Emd	1	1	PS310300	Emery-Dreifuss muscular dystrophy	1	1	Yes		
310400	Myotubular Myopathy 1	300415	MTM1	Mtm1	1	1	PS160150	"Myopathy, centronuclear"	1	0	Yes		
310440	"Myopathy, X-linked, With Excessive Autophagy"	300913	VMA21		1	1			1	0			
310490	Cowchock Syndrome	300169	AIFM1		1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
311070	"Charcot-marie-tooth Disease, X-linked Recessive, 5"	311850	PRPS1	Prps1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
311900	Tarp Syndrome	300080	RBM10	Rbm10	1	1			1	1			
312080	Pelizaeus-merzbacher Disease	300401	PLP1	Plp1	1	1	PS312080	"Leukodystrophy, hypomyelinating"	0	1			
312170	Pyruvate Decarboxylase Deficiency	300502	PDHA1	Pdha1	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
312750	Rett Syndrome	300005	MECP2	Mecp2	1	1			1	1		['mature.nk.t.cell']	
312870	"Simpson-golabi-behmel Syndrome, Type 1"	300037	GPC3	Gpc3	1	1			1	1		['mesenchymal.stem.cell']	['stromal.cell']
312920	"Spastic Paraplegia 2, X-linked"	300401	PLP1	Plp1	1	1	PS303350	Spastic paraplegia	0	1			
313200	"Spinal And Bulbar Muscular Atrophy, X-linked 1"	313700	AR	Ar	1	1			1	1		['mesenchymal.stem.cell']	"['skeletal.muscle.fibroblast..fibroblast', 'skeletal.muscle.fibroblast..fibroblast.1']"
313900	Thrombocytopenia 1	300392	WAS	Was	1	1	PS313900	Thrombocytopenia	1	1		['mature.nk.t.cell']	
314580	Wieacker-wolff Syndrome	300897	ZC4H2		1	1	PS309510	"Mental retardation, X-linked syndromic"	0	0			
314580	Wieacker-wolff Syndrome	300897	ZC4H2		1	1	PS314580	Wieacker-Wolff syndrome	0	0			
600001	Pancreatic Agenesis And Congenital Heart Defects	601656	GATA6	Gata6	1	1			1	1		['mesothelial.cell']	
600081	"25-@hydroxyvitamin D3 Deficiency, Selective"	608713	CYP2R1	Cyp2r1	1	1			0	0			
600118	Warburg Micro Syndrome 1	602536	RAB3GAP1	Rab3gap1	1	1	PS600118	Warburg micro syndrome	1	1			
600142	Cerebral Autosomal Recessive Arteriopathy With Subcortical Infarcts	602194	HTRA1	Htra1	1	1	PS125310	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy	1	1		"['mesothelial.cell', 'tendon.cell']"	
600175	"Spinal Muscular Atrophy, Distal, Congenital Nonprogressive"	605427	TRPV4	Trpv4	1	1			0	1			
600224	Spinocerebellar Ataxia 5	604985	SPTBN2	Sptbn2	1	1	PS164400	Spinocerebellar ataxia	0	0			
600334	"Tibial Muscular Dystrophy, Tardive"	188840	TTN	Ttn	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
600348	Band Heterotopia	602033	EML1	Eml1	1	1			1	1		['capillary.endothelial.cell']	"['blood.vessel.endothelial.cell', 'endothelial.cell.of.artery']"
600363	"Spastic Paraplegia 6, Autosomal Dominant"	608145	NIPA1	Nipa1	1	1	PS303350	Spastic paraplegia	0	1			
600373	Codas Syndrome	605490	LONP1	Lonp1	1	1			1	1			
600462	Mitochondrial Myopathy And Sideroblastic Anemia	608109	PUS1	Pus1	1	1	PS600462	"Myopathy, lactic acidosis, and sideroblastic anemia"	1	1	Yes	['endothelial.cell.of.vascular.tree']	
600627	Hypertryptophanemia	191070	TDO2	Tdo2	1	1			0	0			
600638	"Fibrosis Of Extraocular Muscles, Congenital, Type 3"	602661	TUBB3	Tubb3	1	1	PS135700	"Fibrosis of extraocular muscles, congenital"	0	0		['mature.nk.t.cell']	
600721	D-2-@hydroxyglutaric Aciduria	609186	D2HGDH	D2hgdh	1	1	PS600721	D-2-hydroxyglutaric aciduria	1	0			
600740	"Hypocalciuric Hypercalcemia, Familial, Type Iii"	602242	AP2S1	Ap2s1	1	1	PS145980	Hypocalciuric hypercalcemia	1	1		['macrophage']	['macrophage']
600794	"Neuronopathy, Distal Hereditary Motor, Type V"	600287	GARS1	Gars	1	1			0	1			
600882	"Charcot-marie-tooth Disease, Axonal, Type 2b"	602298	RAB7A	Rab7	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
600920	Van Den Ende-gupta Syndrome	613619	SCARF2	Scarf2	1	1			1	1		['tendon.cell']	['tendon.cell']
600969	"Epiphyseal Dysplasia, Multiple, 3"	120270	COL9A3	Col9a3	1	1	PS132400	"Epiphyseal dysplasia, multiple"	0	1			
601003	Brody Myopathy	108730	ATP2A1	Atp2a1	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
601005	Timothy Syndrome	114205	CACNA1C	Cacna1c	1	1			1	0			
601042	"Choreoathetosis/spasticity, Episodic"	138140	SLC2A1	Slc2a1	1	1	PS128100	Dystonia	1	1			
601088	Ayme-gripp Syndrome	177075	MAF	Maf	1	1			1	1		['macrophage']	['macrophage']
601098	"Charcot-marie-tooth Disease, Demyelinating, Type 1c"	603795	LITAF	Litaf	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
601104	"Supranuclear Palsy, Progressive, 1"	157140	MAPT	Mapt	1	1			1	1		['slow.muscle.cell']	
601110	"Congenital Disorder Of Glycosylation, Type Id"	608750	ALG3	Alg3	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
601152	Hereditary Motor And Sensory Neuropathy Vi	608507	MFN2	Mfn2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
601162	"Spastic Paraplegia 9, Autosomal Dominant"	138250	ALDH18A1	Aldh18a1	1	1	PS303350	Spastic paraplegia	1	1			
601186	"Microphthalmia, Syndromic 9"	610745	STRA6	Stra6	1	1	PS300345	"Microphthalmia, isolated, with coloboma"	0	1			
601186	"Microphthalmia, Syndromic 9"	610745	STRA6	Stra6	1	1	PS309800	"Microphthalmia, syndromic"	0	1			
601198	"Hypocalcemia, Autosomal Dominant 1"	601199	CASR	Casr	1	1	PS601198	Hypocalcemia	0	0		['capillary.endothelial.cell']	['capillary.endothelial.cell']
601200	Pleuropulmonary Blastoma	606241	DICER1	Dicer1	1	1			1	0			
601238	"Cerebellar Ataxia, Cayman Type"	608179	ATCAY	Atcay	1	1			0	0			
601287	"Muscular Dystrophy, Limb-girdle, Type 2f"	601411	SGCD	Sgcd	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	0	Yes		
601321	Neurofibromatosis-noonan Syndrome	613113	NF1	Nf1	1	1			1	1			
601338	"Cerebellar Ataxia, Areflexia, Pes Cavus, Optic Atrophy, And Sensorineural Hearing Loss"	182350	ATP1A3	Atp1a3	1	1			0	1			
601382	"Charcot-marie-tooth Disease, Type 4b1"	603557	MTMR2	Mtmr2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
601390	Van Maldergem Syndrome 1	603057	DCHS1	Dchs1	1	1	PS601390	Van Maldergem syndrome	1	1			
601419	"Myopathy, Myofibrillar, 1"	125660	DES	Des	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
601455	"Charcot-marie-tooth Disease, Type 4d"	605262	NDRG1	Ndrg1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
601462	"Myasthenic Syndrome, Congenital, 1a, Slow-channel"	100690	CHRNA1	Chrna1	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1	Yes		
601472	"Charcot-marie-tooth Disease, Axonal, Type 2d"	600287	GARS1	Gars	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
601539	Peroxisome Biogenesis Disorder 1b	602136	PEX1	Pex1	1	1	PS214100	Peroxisome biogenesis disorder	1	0			
601559	Stuve-wiedemann Syndrome	151443	LIFR	Lifr	1	1			1	1		['endothelial.cell.of.vascular.tree']	['vein.endothelial.cell..endothelial.stalk.cell']
601596	"Charcot-marie-tooth Disease, Type 4c"	608206	SH3TC2	Sh3tc2	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
601675	"Trichothiodystrophy 1, Photosensitive"	126340	ERCC2	Ercc2	1	1	PS601675	Trichothiodystrophy	0	0			
601678	"Bartter Syndrome, Antenatal, Type 1"	600839	SLC12A1	Slc12a1	1	1	PS601678	Bartter syndrome	0	0			
601680	"Arthrogryposis, Distal, Type 2b"	191043	TNNI2	Tnni2	1	1	PS108120	"Arthrogryposis, distal"	1	1	Yes	['fast.muscle.cell']	['striated.muscle.cell']
601776	"Ehlers-danlos Syndrome, Musculocontractural Type"	608429	CHST14	Chst14	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
601815	Phosphoglycerate Dehydrogenase Deficiency	606879	PHGDH	Phgdh	1	1			1	1		['mesothelial.cell']	
601954	"Muscular Dystrophy, Limb-girdle, Type 2g"	604488	TCAP	Tcap	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
602014	Hypomagnesemia With Secondary Hypocalcemia	607009	TRPM6	Trpm6	1	1	PS602014	Hypomagnesemia	0	1		['smooth.muscle.cell']	['pericyte.cell']
602078	"Fibrosis Of Extraocular Muscles, Congenital, 2"	602753	PHOX2A	Phox2a	1	1	PS135700	"Fibrosis of extraocular muscles, congenital"	0	0		['mature.nk.t.cell']	
602099	"Amyotrophic Lateral Sclerosis 5, Juvenile"	610844	SPG11	Spg11	1	1	PS105400	Amyotrophic lateral sclerosis	1	0			
602342	Pierpont Syndrome	608628	TBL1XR1	Tbl1xr1	1	1			1	1			
602398	Desmosterolosis	606418	DHCR24	Dhcr24	1	1			1	1		['mesothelial.cell']	
602433	"Amyotrophic Lateral Sclerosis 4, Juvenile"	608465	SETX	Setx	1	1	PS105400	Amyotrophic lateral sclerosis	1	1			
602471	"Short Stature, Auditory Canal Atresia, Mandibular Hypoplasia, Andskeletal Abnormalities"	138890	GSC	Gsc	1	1			1	0			
602473	"Encephalopathy, Ethylmalonic"	608451	ETHE1	Ethe1	1	1			1	1		['mesothelial.cell']	
602522	"Bartter Syndrome, Infantile, With Sensorineural Deafness"	606412	BSND	Bsnd	1	1	PS601678	Bartter syndrome	0	0			
602535	Marshall-smith Syndrome	164005	NFIX	Nfix	1	1			1	1		['tendon.cell']	['tendon.cell']
602541	"Muscular Dystrophy, Congenital, Megaconial Type"	612395	CHKB	Chkb	1	1			0	1			
602579	"Congenital Disorder Of Glycosylation, Type Ib"	154550	MPI	Mpi	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	0			
602629	"Dystonia 6, Torsion"	609520	THAP1	Thap1	1	1	PS128100	Dystonia	1	0			
602668	Dystrophia Myotonica 2	116955	CNBP	Cnbp	1	1	PS160900	Myotonic dystrophy	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	
602771	Rigid Spine Muscular Dystrophy 1	606210	SELENON	Selenon	1	1			1	0			
602782	Histiocytosis-lymphadenopathy Plus Syndrome	612373	SLC29A3	Slc29a3	1	1			0	1			
603034	Endplate Acetylcholinesterase Deficiency	603033	COLQ		1	1	PS601462	"Myasthenic syndrome, congenital"	0	0	Yes		
603041	Mitochondrial Dna Depletion Syndrome 1 (mngie Type)	131222	TYMP	Tymp	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	0	Yes		
603147	"Congenital Disorder Of Glycosylation, Type Ic"	604566	ALG6	Alg6	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	1			
603358	Gracile Syndrome	603647	BCS1L	Bcs1l	1	1			1	0	Yes		
603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus Syndrome	603157	PIK3R2	Pik3r2	1	1	PS603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome	0	1			
603472	Neuronal Intranuclear Inclusion Disease	618025	NOTCH2NLC		1	1			0	0			
603511	"Muscular Dystrophy, Limb-girdle, Type 1d"	611332	DNAJB6	Dnajb6	1	1	PS603511	"Muscular dystrophy, limb-girdle, autosomal dominant"	1	1	Yes	"['mesenchymal.stem.cell', 'tendon.cell']"	['skeletal.muscle.fibroblast..fibroblast']
603513	"Cerebral Palsy, Spastic, Symmetric, Autosomal Recessive"	605363	GAD1	Gad1	1	1	PS603513	Spastic quadriplegic cerebral palsy	0	0			
603543	Limb-mammary Syndrome	603273	TP63	Trp63	1	1			1	0			
603546	Spondyloepimetaphyseal Dysplasia With Multiple Dislocations	603213	KIF22	Kif22	1	1	PS271640	Spondyloepimetaphyseal dysplasia with joint laxity	1	0			
603553	"Hemophagocytic Lymphohistiocytosis, Familial, 2"	170280	PRF1	Prf1	1	1	PS267700	"Hemophagocytic lymphohistiocytosis, familial"	1	0			
603563	"Spastic Paraplegia 8, Autosomal Dominant"	610657	WASHC5	Washc5	1	1	PS303350	Spastic paraplegia	1	0			
603585	"Congenital Disorder Of Glycosylation, Type Iif"	605634	SLC35A1	Slc35a1	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
603689	"Myopathy, Myofibrillar, 9, With Early Respiratory Failure"	188840	TTN	Ttn	1	1	PS601419	"Myopathy, myofibrillar"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
603736	"Ohdo Syndrome, Sbbys Variant"	605880	KAT6B		1	1			1	0			
603896	Leukoencephalopathy With Vanishing White Matter	606273	EIF2B3	Eif2b3	1	1			1	1		['slow.muscle.cell']	
603896	Leukoencephalopathy With Vanishing White Matter	606687	EIF2B4	Eif2b4	1	1			1	1		['slow.muscle.cell']	
603896	Leukoencephalopathy With Vanishing White Matter	603945	EIF2B5	Eif2b5	1	1			1	1		['slow.muscle.cell']	
603896	Leukoencephalopathy With Vanishing White Matter	606686	EIF2B1	Eif2b1	1	1			1	1		['slow.muscle.cell']	
603896	Leukoencephalopathy With Vanishing White Matter	606454	EIF2B2	Eif2b2	1	1			1	1		['slow.muscle.cell']	
604004	Megalencephalic Leukoencephalopathy With Subcortical Cysts	605908	MLC1	Mlc1	1	1	PS604004	"Leukoencephalopathy, megalencephalic"	0	0			
604121	"Cerebellar Ataxia, Deafness, And Narcolepsy, Autosomal Dominant"	126375	DNMT1	Dnmt1	1	1			1	1			
604168	"Congenital Cataracts, Facial Dysmorphism, And Neuropathy"	604927	CTDP1	Ctdp1	1	1			1	1		"['cd8.positive..alpha.beta.t.cell', 't.cell']"	
604187	"Spastic Paraplegia 10, Autosomal Dominant"	602821	KIF5A	Kif5a	1	1	PS303350	Spastic paraplegia	0	0			
604273	"Atpase Deficiency, Nuclear-encoded"	608918	ATPAF2	Atpaf2	1	1	PS604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type"	0	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
604286	"Muscular Dystrophy, Limb-girdle, Type 2e"	600900	SGCB	Sgcb	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
604290	"Aceruloplasminemiahypoceruloplasminemia, Included"	117700	CP	Cp	1	1			1	1		['endothelial.cell.of.artery']	
604317	"Microcephaly 2, Primary, Autosomal Recessive, With Or Without Corticalmalformations"	613583	WDR62	Wdr62	1	1	PS251200	"Microcephaly, primary autosomal recessive"	0	0			
604320	"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 1"	600502	IGHMBP2	Ighmbp2	1	1			1	0			
604326	Spinocerebellar Ataxia 12	604325	PPP2R2B	Ppp2r2b	1	1	PS164400	Spinocerebellar ataxia	1	1			
604360	"Spastic Paraplegia 11, Autosomal Recessive"	610844	SPG11	Spg11	1	1	PS303350	Spastic paraplegia	1	0			
604367	"Lipodystrophy, Familial Partial, Type 3"	601487	PPARG	Pparg	1	1	PS151660	"Lipodystrophy, familial partial"	1	1		['capillary.endothelial.cell']	['capillary.endothelial.cell']
604369	"Sialuria, Finnish Type"	604322	SLC17A5	Slc17a5	1	1			1	0			
604377	"Cardioencephalomyopathy, Fatal Infantile, Due To Cytochrome C Oxidasedeficiency"	604272	SCO2	Sco2	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	0	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
604391	Ataxia-telangiectasia-like Disorder	600814	MRE11	Mre11a	1	1	PS604391	Ataxia-telangiectasia-like disorder	1	0		['mature.nk.t.cell']	
604416	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"	606347	PSTPIP1	Pstpip1	1	1			1	1		['cd8.positive..alpha.beta.t.cell']	['CD8.positive..alpha.beta.T.cell']
604454	Welander Distal Myopathy	603518	TIA1	Tia1	1	1			1	1		['mature.nk.t.cell']	['T.helper.17.cell']
604484	"Neuropathy, Hereditary Motor And Sensory, Okinawa Type"	602498	TFG	Tfg	1	1			1	1			
604563	"Charcot-marie-tooth Disease, Type 4b2"	607697	SBF2	Sbf2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
604805	"Spastic Paraplegia 12, Autosomal Dominant"	603183	RTN2	Rtn2	1	1	PS303350	Spastic paraplegia	1	1			
605013	Microhydranencephaly	609449	NDE1	Nde1	1	1			1	1			
605039	Bohring-opitz Syndrome	612990	ASXL1	Asxl1	1	1			1	1		['capillary.endothelial.cell']	
605130	"Hairy Elbows, Short Stature, Facial Dysmorphism, And Developmentaldelay"	159555	KMT2A	Kmt2a	1	1			1	0			
