Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
613812	"Bile Acid Synthesis Defect, Congenital, 3"	603711	CYP7B1	Cyp7b1	1	1	PS607765	"Bile acid synthesis defect, congenital"	1	0		['endothelial.cell']	['epithelial.cell']
613978	Hemoglobin H Disease	141850	HBA2	Hba-a1	1	1			1	0			
613978	Hemoglobin H Disease	141850	HBA2	Hba-a2	1	1			1	0			
613978	Hemoglobin H Disease	141800	HBA1	Hba-a1	1	1			1	0			
613978	Hemoglobin H Disease	141800	HBA1	Hba-a2	1	1			1	0			
614226	Holoprosencephaly 11	608707	CDON	Cdon	1	1	PS236100	Holoprosencephaly	0	0			
614470	"Ras-associated Autoimmune Lymphoproliferative Syndrome Type Iv, Somatic"	190070	KRAS	Kras	1	1			1	1		"['cd8.positive..alpha.beta.t.cell', 'neutrophil']"	
614480	"Hypertriglyceridemia, Transient Infantile"	138420	GPD1	Gpd1	1	1			0	0			
614576	"Congenital Disorder Of Glycosylation, Type Iil"	606977	COG6	Cog6	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	0			
614592	Bent Bone Dysplasia Syndrome	176943	FGFR2	Fgfr2	1	1			0	0			
614700	"Immunodeficiency, Common Variable, 8, With Autoimmunity"	606453	LRBA	Lrba	1	1	PS607594	"Immunodeficiency, common variable"	1	0			
614866	Peroxisome Biogenesis Disorder 5a (zellweger)	170993	PEX2	Pex2	1	1	PS214100	Peroxisome biogenesis disorder	1	0			
614979	"Splenomegaly, Cytopenia, And Vision Loss"	607347	ALPK1	Alpk1	1	1			1	0			
615085	"Osteopetrosis, Autosomal Recessive 8"	614780	SNX10	Snx10	1	1	PS259700	"Osteopetrosis, autosomal recessive"	1	1			
615122	Lymphoproliferative Syndrome 2	186711	CD27	Cd27	1	1	PS308240	Lymphoproliferative syndrome	1	1			
615234	"Anemia, Hypochromic Microcytic, With Iron Overload 2"	609671	STEAP3	Steap3	1	1	PS206100	"Anemia, hypochromic microcytic, with iron overload"	1	0			
615285	"Neutropenia, Severe Congenital, 5, Autosomal Recessive"	610035	VPS45	Vps45	1	1	PS202700	"Neutropenia, severe congenital"	1	1		"['endothelial.cell', 'platelet']"	
615415	Renal-hepatic-pancreatic Dysplasia 2	609799	NEK8	Nek8	1	1	PS208540	Renal-hepatic-pancreatic dysplasia	0	0			
615512	Triosephosphate Isomerase Deficiency	190450	TPI1	Tpi1	1	1			1	1			
615513	Immunodeficiency 14	602839	PIK3CD	Pik3cd	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
615559	"Autoimmune Lymphoproliferative Syndrome, Type Iii"	176977	PRKCD	Prkcd	1	1			1	1		['neutrophil']	['macrophage']
615593	Immunodeficiency 16	600315	TNFRSF4	Tnfrsf4	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
615630	Short-rib Thoracic Dysplasia 10 With Or Without Polydactyly	607386	IFT172	Ift172	1	1	PS208500	Short-rib thoracic dysplasia	1	0			
615631	"Anemia, Congenital Dyserythropoietic, Type Ib"	615626	CDIN1	Cdin1	1	1	PS224120	"Anemia, congenital dyserythropoietic"	0	0			
615688	"Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome"	607575	ADA2		1	1			1	0			
615846	Aicardi-goutieres Syndrome 7	606951	IFIH1	Ifih1	1	1	PS225750	Aicardi-Goutieres syndrome	1	1		['hematopoietic.stem.cell']	
615947	"Hyperlipoproteinemia, Type Id"	612757	GPIHBP1		1	1			1	0			
615952	"Autoimmune Disease, Multisystem, Infantile-onset, 1"	102582	STAT3	Stat3	1	1	PS615952	"Autoimmune disease, multisystem, infantile-onset"	1	1		"['endothelial.cell', 'neutrophil']"	
616005	Immunodeficiency 36	171833	PIK3R1	Pik3r1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
616028	Adams-oliver Syndrome 5	190198	NOTCH1	Notch1	1	1	PS100300	Adams-Oliver syndrome	1	1		['neutrophil']	['epithelial.cell']
616050	Autoinflammation With Infantile Enterocolitis	606831	NLRC4	Nlrc4	1	1			1	0			
616084	"Sideroblastic Anemia With B-cell Immunodeficiency, Periodic Fevers, And Developmental Delay"	612907	TRNT1	Trnt1	1	1			1	1		['endothelial.cell']	
616100	"Autoimmune Lymphoproliferative Syndrome, Type V"	123890	CTLA4	Ctla4	1	1			1	1		['regulatory.t.cell']	['activated.CD4.positive..alpha.beta.T.cell']
616217	Nephronophthisis 19	605755	DCDC2	Dcdc2a	1	1	PS256100	Nephronophthisis	0	0			
616278	"Bile Acid Synthesis Defect, Congenital, 5"	170995	ABCD3	Abcd3	1	1	PS607765	"Bile acid synthesis defect, congenital"	1	1		['endothelial.cell']	['epithelial.cell']
616452	B-cell Expansion With Nfkb And T-cell Anergy	607210	CARD11	Card11	1	1			1	1		['nk.cell']	
616649	"Spherocytosis, Type 2"	182870	SPTB	Sptb	1	1			1	0			
616651	Roifman Syndrome	601428	RNU4ATAC		1	1			0	0			
616689	Dehydrated Hereditary Stomatocytosis 2	602754	KCNN4	Kcnn4	1	1			1	1		['erythrocyte']	
616719	"Spinocerebellar Ataxia, Autosomal Recessive 21"	607982	SCYL1	Scyl1	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	1		['plasmacytoid.dendritic.cell']	['T1.B.cell']
616749	"Heterotaxy, Visceral, 7, Autosomal"	608416	MMP21	Mmp21	1	1	PS306955	"Heterotaxy, visceral"	0	0			
616828	"Congenital Disorder Of Glycosylation, Type Iio"	613734	CCDC115	Ccdc115	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
616843	"Lymphedema, Hereditary, Iii"	611184	PIEZO1	Piezo1	1	1	PS153100	Lymphatic malformation	1	0			
616860	"Anemia, Sideroblastic, 3, Pyridoxine-refractory"	609588	GLRX5	Glrx5	1	1	PS300751	"Anemia, Sideroblastic"	1	1		['erythrocyte']	
617050	Hermansky-pudlak Syndrome 10	607246	AP3D1	Ap3d1	1	1	PS203300	Hermansky-Pudlak syndrome	1	1			
617053	Mirage Syndrome	610456	SAMD9		1	1			1	0			
617068	"Portal Hypertension, Noncirrhotic"	601465	DGUOK	Dguok	1	1			1	1		['cd8.positive..alpha.beta.t.cell']	
617088	Short-rib Thoracic Dysplasia 15 With Polydactyly	617083	DYNC2LI1	Dync2li1	1	1	PS208500	Short-rib thoracic dysplasia	1	0			
617303	Mucopolysaccharidosis-plus Syndrome	610034	VPS33A	Vps33a	1	1			1	1			
617388	Autoinflammation With Arthritis And Dyskeratosis	606636	NLRP1	Nlrp1b	1	1			1	0			
617394	"Sclerosing Cholangitis, Neonatal"	605755	DCDC2	Dcdc2a	1	1			0	0			
617441	"Thrombocytopenia, Anemia, And Myelofibrosis"	606520	MPIG6B	Mpig6b	1	1			1	0			
617514	Immunodeficiency 52	602354	LAT	Lat	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
617591	Proteasome-associated Autoinflammatory Syndrome 3	602177	PSMB4	Psmb4	1	1	PS256040	Proteosome-associated autoinflammatory syndrome	1	1		['cd8.positive..alpha.beta.t.cell']	
617591	Proteasome-associated Autoinflammatory Syndrome 3	177045	PSMB9	Psmb9	1	1	PS256040	Proteosome-associated autoinflammatory syndrome	1	1		['cd8.positive..alpha.beta.t.cell']	
617746	Sweeney-cox Syndrome	601622	TWIST1	Twist1	1	1			1	0			
617784	"Fanconi Anemia, Complementation Group W"	614151	RFWD3	Rfwd3	1	1	PS227650	Fanconi anemia	1	1		"['cd8.positive..alpha.beta.t.cell', 'hematopoietic.stem.cell']"	['mesenchymal.stem.cell']
618107	"Osteopetrosis, Autosomal Dominant 3"	611466	PLEKHM1	Plekhm1	1	1	PS607634	"Osteopetrosis, autosomal dominant"	1	0			
618261	Lymphoproliferative Syndrome 3	602840	CD70	Cd70	1	1	PS308240	Lymphoproliferative syndrome	1	0			
618268	Trichohepatoneurodevelopmental Syndrome	618260	CCDC47	Ccdc47	1	1			1	1		"['endothelial.cell', 'macrophage']"	['plasmacytoid.dendritic.cell']
618280	Cardiac-urogenital Syndrome	608329	MYRF	Myrf	1	1			0	0			
618394	Immunodeficiency 60	605394	BACH2	Bach2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618398	"T-cell Lymphoma, Subcutaneous Panniculitis-like"	606652	HAVCR2	Havcr2	1	1			1	1		['cd8.positive..alpha.beta.t.cell']	
618440	Oculoskeletodental Syndrome	603601	PIK3C2A	Pik3c2a	1	1			1	0			
618495	Immunodeficiency 63 With Lymphoproliferation And Autoimmunity	146710	IL2RB	Il2rb	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618534	Immunodeficiency 64	603962	RASGRP1	Rasgrp1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618541	"Hypopigmentation, Organomegaly, And Delayed Myelination And Development"	602727	CLCN7	Clcn7	1	1			1	0			
618641	Infantile Liver Failure Syndrome 3	610089	RINT1	Rint1	1	1	PS615438	Infantile liver failure syndrome	1	0			
618852	Autoinflammation With Episodic Fever And Lymphadenopathy	603453	RIPK1	Ripk1	1	1			1	1			
618892	Harderoporphyria	612732	CPOX	Cpox	1	1			1	1		['erythrocyte']	
618935	"Chronic Granulomatous Disease 5, Autosomal Recessive"	618334	CYBC1	Cybc1	1	1	PS306400	"Granulomatous disease, chronic"	1	0		['neutrophil']	['macrophage']
618948	"Heterotaxy, Visceral, 9, Autosomal, With Male Infertility"	610766	MNS1	Mns1	1	1	PS306955	"Heterotaxy, visceral"	0	1			
618955	Retinitis Pigmentosa 89	603754	KIF3B	Kif3b	1	1	PS268000	Retinitis pigmentosa	1	1		"['endothelial.cell', 'type.i.nk.t.cell']"	
618963	"Immunodeficiency 69, Mycobacteriosis"	147570	IFNG	Ifng	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618982	Immunodeficiency 72 With Autoinflammation	141180	NCKAP1L	Nckap1l	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618986	Immunodeficiency 73b With Defective Neutrophil Chemotaxis And Lymphopenia	602049	RAC2	Rac2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
618999	"Autoinflammation, Immune Dysregulation, And Eosinophilia"	147795	JAK1	Jak1	1	1			1	1		['nk.cell']	
619013	Rajab Interstitial Lung Disease With Brain Calcifications 2	602918	FARSA	Farsa	1	1	PS613658	Rajab interstitial lung disease with brain calcifications	1	1		['hematopoietic.stem.cell']	
619046	"Mitochondrial Complex Iv Deficiency, Nuclear Type 3"	602125	COX10	Cox10	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	1	1		['cd8.positive..alpha.beta.t.cell']	
619126	Immunodeficiency 75	612839	TET2	Tet2	1	1	PS300755	Immunodeficiency (Select Examples)	1	0			
