Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
253250	Mulibrey Nanism	epithelial cell	-1.2060831672862802	1	0
253250	Mulibrey Nanism	fibroblast	0.0233315432879421	1	0
253250	Mulibrey Nanism	immune cell	0.132369413622245	1	0
253250	Mulibrey Nanism	keratinocyte	-0.9461960671707259	1	0
253250	Mulibrey Nanism	pericyte cell	1.2444558503272	1	0
253250	Mulibrey Nanism	schwann cell	-0.6871909506755389	1	0
253250	Mulibrey Nanism	tongue muscle cell	-1.30326380892537	1	0
253250	Mulibrey Nanism	vein endothelial cell	-0.0956278513039436	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	basal cell	-0.562451368402427	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	capillary endothelial cell	1.97955735256749	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	endothelial cell of artery	1.10924336991704	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	endothelial cell of lymphatic vessel	0.240682706742125	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	epithelial cell	0.0620587925503205	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	fibroblast	-0.642784583286913	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	immune cell	0.5174828834009529	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	keratinocyte	-1.00319915750046	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	pericyte cell	-0.534988196952857	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	schwann cell	-1.07012273990948	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	tongue muscle cell	-1.13159804289982	1	0
PS256040	Proteosome-associated autoinflammatory syndrome	vein endothelial cell	1.0361189837740301	1	0
259775	Raine Syndrome	basal cell	0.0136404915588696	1	0
259775	Raine Syndrome	capillary endothelial cell	-0.755072454325046	1	0
259775	Raine Syndrome	endothelial cell of artery	-0.6531627493433521	1	0
259775	Raine Syndrome	endothelial cell of lymphatic vessel	-0.0290109503876698	1	0
259775	Raine Syndrome	epithelial cell	-0.309663178424735	1	0
259775	Raine Syndrome	fibroblast	2.61899358400641	1	1
259775	Raine Syndrome	immune cell	-0.539255496849591	1	0
259775	Raine Syndrome	keratinocyte	-0.3682005650453711	1	0
259775	Raine Syndrome	pericyte cell	1.34380063825292	1	0
259775	Raine Syndrome	schwann cell	-0.0474335601066167	1	0
259775	Raine Syndrome	tongue muscle cell	-0.622634015492986	1	0
259775	Raine Syndrome	vein endothelial cell	-0.6520017438428299	1	0
260660	Pelviscapular Dysplasia	basal cell	-0.46719414561060296	1	0
260660	Pelviscapular Dysplasia	capillary endothelial cell	-0.468571679309524	1	0
260660	Pelviscapular Dysplasia	endothelial cell of artery	-0.468571679309524	1	0
260660	Pelviscapular Dysplasia	endothelial cell of lymphatic vessel	-0.468571679309524	1	0
260660	Pelviscapular Dysplasia	epithelial cell	-0.441248814695915	1	0
260660	Pelviscapular Dysplasia	fibroblast	-0.0648459287663783	1	0
260660	Pelviscapular Dysplasia	immune cell	-0.468571679309524	1	0
260660	Pelviscapular Dysplasia	keratinocyte	-0.467438958567405	1	0
260660	Pelviscapular Dysplasia	pericyte cell	2.0688735236954	1	1
260660	Pelviscapular Dysplasia	schwann cell	-0.468571679309524	1	0
260660	Pelviscapular Dysplasia	tongue muscle cell	2.1832843998020404	1	1
260660	Pelviscapular Dysplasia	vein endothelial cell	-0.468571679309524	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	basal cell	-0.8433197860287379	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	capillary endothelial cell	-0.745060023391875	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	endothelial cell of artery	-0.5835811817575589	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	endothelial cell of lymphatic vessel	1.3078329634271397	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	epithelial cell	-1.04598574511477	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	fibroblast	1.73445770985573	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	immune cell	0.6679038590002521	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	keratinocyte	-1.1862817565873998	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	pericyte cell	0.320461622558682	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	schwann cell	-0.739953287654658	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	tongue muscle cell	0.0788939145150596	1	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	vein endothelial cell	1.03463171117813	1	0
PS208500	Short-rib thoracic dysplasia	basal cell	-0.3232781251183815	4	0
PS208500	Short-rib thoracic dysplasia	capillary endothelial cell	-0.2818583509556602	4	0
PS208500	Short-rib thoracic dysplasia	endothelial cell of artery	0.19929869831880181	4	0
PS208500	Short-rib thoracic dysplasia	endothelial cell of lymphatic vessel	0.22431782333352088	4	0
PS208500	Short-rib thoracic dysplasia	epithelial cell	-1.03791698515995	4	0
PS208500	Short-rib thoracic dysplasia	fibroblast	0.45585506243306206	4	0
PS208500	Short-rib thoracic dysplasia	immune cell	-0.583620530569902	4	0
PS208500	Short-rib thoracic dysplasia	keratinocyte	-0.9900369644228211	4	0
PS208500	Short-rib thoracic dysplasia	pericyte cell	0.26732644304114284	4	0
PS208500	Short-rib thoracic dysplasia	schwann cell	0.4874618663524114	4	0
PS208500	Short-rib thoracic dysplasia	tongue muscle cell	-0.0486613954120235	4	0
PS208500	Short-rib thoracic dysplasia	vein endothelial cell	0.32662789995257546	4	0
268800	Sandhoff Disease	basal cell	-1.17092155117628	1	0
268800	Sandhoff Disease	capillary endothelial cell	0.0479966704966769	1	0
268800	Sandhoff Disease	endothelial cell of artery	0.273105804812323	1	0
268800	Sandhoff Disease	endothelial cell of lymphatic vessel	1.21829032855068	1	0
268800	Sandhoff Disease	epithelial cell	-0.890539641217489	1	0
268800	Sandhoff Disease	fibroblast	1.08722452608801	1	0
268800	Sandhoff Disease	immune cell	-0.0394897568363725	1	0
268800	Sandhoff Disease	keratinocyte	-1.3412716849486899	1	0
268800	Sandhoff Disease	pericyte cell	-0.586419749965037	1	0
268800	Sandhoff Disease	schwann cell	1.8055803727948099	1	0
268800	Sandhoff Disease	tongue muscle cell	-0.7525483400490941	1	0
268800	Sandhoff Disease	vein endothelial cell	0.34899302145046396	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	basal cell	-0.49533126386398607	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	capillary endothelial cell	-0.567653607043456	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	endothelial cell of artery	0.7252528910357121	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	endothelial cell of lymphatic vessel	0.00253745231553249	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	epithelial cell	-0.684180359285897	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	fibroblast	1.42203789464533	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	immune cell	-0.640803386139247	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	keratinocyte	-0.5184059337629671	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	pericyte cell	2.3988265809107996	1	1
269150	Schinzel-giedion Midface-retraction Syndrome	schwann cell	-0.7446594587793041	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	tongue muscle cell	-0.560617522423986	1	0
269150	Schinzel-giedion Midface-retraction Syndrome	vein endothelial cell	-0.33700328760853104	1	0
270400	Smith-lemli-opitz Syndrome	basal cell	0.44157686470619	1	0
270400	Smith-lemli-opitz Syndrome	capillary endothelial cell	-0.36201910858730396	1	0
270400	Smith-lemli-opitz Syndrome	endothelial cell of artery	-1.2002835953018403	1	0
270400	Smith-lemli-opitz Syndrome	endothelial cell of lymphatic vessel	-0.0718359683644991	1	0
270400	Smith-lemli-opitz Syndrome	epithelial cell	0.4954043382220639	1	0
270400	Smith-lemli-opitz Syndrome	fibroblast	-0.767297806727629	1	0
270400	Smith-lemli-opitz Syndrome	immune cell	-0.152598464559473	1	0
270400	Smith-lemli-opitz Syndrome	keratinocyte	2.41643116402134	1	1
270400	Smith-lemli-opitz Syndrome	pericyte cell	-0.919194398282682	1	0
270400	Smith-lemli-opitz Syndrome	schwann cell	1.09387472007604	1	0
270400	Smith-lemli-opitz Syndrome	tongue muscle cell	-0.5754573384498299	1	0
270400	Smith-lemli-opitz Syndrome	vein endothelial cell	-0.39860040675238	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	basal cell	-1.05381105193821	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	capillary endothelial cell	-0.30238948690095696	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	endothelial cell of artery	1.7161874410882199	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	endothelial cell of lymphatic vessel	0.00330882620376913	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	epithelial cell	-1.22571874908008	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	fibroblast	0.9604090440891909	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	immune cell	0.24620252714870103	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	keratinocyte	-1.4063059697342102	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	pericyte cell	-0.0050187157673231295	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	schwann cell	1.48388310191925	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	tongue muscle cell	-0.43295661969376104	1	0
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	vein endothelial cell	0.0162096526654033	1	0
PS309510	Mental retardation, X-linked syndromic	basal cell	0.11412439764737109	2	0
PS309510	Mental retardation, X-linked syndromic	capillary endothelial cell	-0.12241732158228896	2	0
PS309510	Mental retardation, X-linked syndromic	endothelial cell of artery	1.4936730326559915	2	0
PS309510	Mental retardation, X-linked syndromic	endothelial cell of lymphatic vessel	1.1012166667619125	2	0
PS309510	Mental retardation, X-linked syndromic	epithelial cell	-0.518042057405699	2	0
PS309510	Mental retardation, X-linked syndromic	fibroblast	-0.49035895948056757	2	0
PS309510	Mental retardation, X-linked syndromic	immune cell	0.28742811906476307	2	0
PS309510	Mental retardation, X-linked syndromic	keratinocyte	-0.6807026921920125	2	0
PS309510	Mental retardation, X-linked syndromic	pericyte cell	-0.18694318604234358	2	0
PS309510	Mental retardation, X-linked syndromic	schwann cell	0.21339910782332494	2	0
PS309510	Mental retardation, X-linked syndromic	tongue muscle cell	-1.192458371292425	2	0
PS309510	Mental retardation, X-linked syndromic	vein endothelial cell	-0.018918735958025998	2	0
PS220210	Ritscher-Schinzel syndrome	basal cell	-0.678518260315917	1	0
PS220210	Ritscher-Schinzel syndrome	capillary endothelial cell	-0.770386720288928	1	0
PS220210	Ritscher-Schinzel syndrome	endothelial cell of artery	1.27970912232948	1	0
PS220210	Ritscher-Schinzel syndrome	endothelial cell of lymphatic vessel	0.415941201226107	1	0
PS220210	Ritscher-Schinzel syndrome	epithelial cell	-0.281229643272096	1	0
PS220210	Ritscher-Schinzel syndrome	fibroblast	-0.6869638069999321	1	0
PS220210	Ritscher-Schinzel syndrome	immune cell	-0.051041005977635	1	0
PS220210	Ritscher-Schinzel syndrome	keratinocyte	-0.129702924496832	1	0
PS220210	Ritscher-Schinzel syndrome	pericyte cell	-1.0078282019083	1	0
PS220210	Ritscher-Schinzel syndrome	schwann cell	0.9286660123977271	1	0
PS220210	Ritscher-Schinzel syndrome	tongue muscle cell	2.10395809147479	1	1
PS220210	Ritscher-Schinzel syndrome	vein endothelial cell	-1.12260386416845	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	basal cell	-0.5109083663382321	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	capillary endothelial cell	1.2698031138694	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	endothelial cell of artery	1.5669995675194401	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	endothelial cell of lymphatic vessel	-0.15869787788411902	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	epithelial cell	-1.65842154821379	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	fibroblast	-0.0263388217529298	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	immune cell	0.52791055044503	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	keratinocyte	-1.37446810989665	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	pericyte cell	0.44720707728179904	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	schwann cell	-0.3424186707346711	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	tongue muscle cell	-0.699827457110195	1	0
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	vein endothelial cell	0.9591605428149208	1	0
301830	Spinal Muscular Atrophy, X-linked 2	basal cell	0.168814916194983	1	0
301830	Spinal Muscular Atrophy, X-linked 2	capillary endothelial cell	-0.5018660602034161	1	0
301830	Spinal Muscular Atrophy, X-linked 2	endothelial cell of artery	-0.792753828769003	1	0
301830	Spinal Muscular Atrophy, X-linked 2	endothelial cell of lymphatic vessel	-0.00964104271450126	1	0
301830	Spinal Muscular Atrophy, X-linked 2	epithelial cell	0.10296418501347801	1	0
301830	Spinal Muscular Atrophy, X-linked 2	fibroblast	-0.28536616318034197	1	0
301830	Spinal Muscular Atrophy, X-linked 2	immune cell	-0.407863823761289	1	0
301830	Spinal Muscular Atrophy, X-linked 2	keratinocyte	0.204003449404756	1	0
301830	Spinal Muscular Atrophy, X-linked 2	pericyte cell	-0.191542318268835	1	0
301830	Spinal Muscular Atrophy, X-linked 2	schwann cell	2.95802238031514	1	1
301830	Spinal Muscular Atrophy, X-linked 2	tongue muscle cell	-0.961326457671721	1	0
301830	Spinal Muscular Atrophy, X-linked 2	vein endothelial cell	-0.28344523635925	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	basal cell	-0.5109083663382321	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	capillary endothelial cell	1.2698031138694	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	endothelial cell of artery	1.5669995675194401	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	endothelial cell of lymphatic vessel	-0.15869787788411902	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	epithelial cell	-1.65842154821379	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	fibroblast	-0.0263388217529298	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	immune cell	0.52791055044503	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	keratinocyte	-1.37446810989665	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	pericyte cell	0.44720707728179904	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	schwann cell	-0.3424186707346711	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	tongue muscle cell	-0.699827457110195	1	0
309580	Mental Retardation-hypotonic Facies Syndrome, X-linked, 1	vein endothelial cell	0.9591605428149208	1	0
311900	Tarp Syndrome	basal cell	0.549917765175116	1	0
311900	Tarp Syndrome	capillary endothelial cell	0.14429422950429	1	0
311900	Tarp Syndrome	endothelial cell of artery	-1.48255194136973	1	0
311900	Tarp Syndrome	endothelial cell of lymphatic vessel	0.0785739833758958	1	0
311900	Tarp Syndrome	epithelial cell	-0.594127080791921	1	0
311900	Tarp Syndrome	fibroblast	0.374776182334999	1	0
311900	Tarp Syndrome	immune cell	-0.19219832840297305	1	0
311900	Tarp Syndrome	keratinocyte	-0.11640611796445	1	0
311900	Tarp Syndrome	pericyte cell	-0.0532933095741442	1	0
311900	Tarp Syndrome	schwann cell	-1.36075575219553	1	0
311900	Tarp Syndrome	tongue muscle cell	0.19489860256328698	1	0
311900	Tarp Syndrome	vein endothelial cell	2.4568717673451697	1	1
312870	Simpson-golabi-behmel Syndrome, Type 1	basal cell	-0.360733456912432	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	capillary endothelial cell	-0.3736661341797	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	endothelial cell of artery	-0.38685926436732204	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	endothelial cell of lymphatic vessel	-0.38685926436732204	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	epithelial cell	-0.31095548793712896	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	fibroblast	3.09502936181323	1	1
312870	Simpson-golabi-behmel Syndrome, Type 1	immune cell	-0.38357702716373804	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	keratinocyte	-0.38280019584129205	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	pericyte cell	0.38421308388405395	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	schwann cell	-0.120073086193702	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	tongue muscle cell	-0.38685926436732204	1	0
312870	Simpson-golabi-behmel Syndrome, Type 1	vein endothelial cell	-0.38685926436732204	1	0
601559	Stuve-wiedemann Syndrome	basal cell	-0.60389094015258	1	0
601559	Stuve-wiedemann Syndrome	capillary endothelial cell	1.18630225997725	1	0
601559	Stuve-wiedemann Syndrome	endothelial cell of artery	0.895714817947704	1	0
601559	Stuve-wiedemann Syndrome	endothelial cell of lymphatic vessel	-0.30716550683098603	1	0
601559	Stuve-wiedemann Syndrome	epithelial cell	-0.553825487816308	1	0
601559	Stuve-wiedemann Syndrome	fibroblast	-0.5311988487831789	1	0
601559	Stuve-wiedemann Syndrome	immune cell	-0.606393793083773	1	0
601559	Stuve-wiedemann Syndrome	keratinocyte	-0.614556877904629	1	0
601559	Stuve-wiedemann Syndrome	pericyte cell	-0.44336061253252	1	0
601559	Stuve-wiedemann Syndrome	schwann cell	-0.493925392902618	1	0
601559	Stuve-wiedemann Syndrome	tongue muscle cell	-0.44865840892007397	1	0
601559	Stuve-wiedemann Syndrome	vein endothelial cell	2.52095879100171	1	1
602361	Gracile Bone Dysplasia	basal cell	-0.52090194403007	1	0
602361	Gracile Bone Dysplasia	capillary endothelial cell	0.41663079922090596	1	0
602361	Gracile Bone Dysplasia	endothelial cell of artery	1.2288581108738001	1	0
602361	Gracile Bone Dysplasia	endothelial cell of lymphatic vessel	-0.21897428058925403	1	0
602361	Gracile Bone Dysplasia	epithelial cell	-1.02371541177536	1	0
602361	Gracile Bone Dysplasia	fibroblast	-0.483140850627871	1	0
602361	Gracile Bone Dysplasia	immune cell	0.611018365541157	1	0
602361	Gracile Bone Dysplasia	keratinocyte	-1.09241289455033	1	0
602361	Gracile Bone Dysplasia	pericyte cell	-0.359868075517485	1	0
602361	Gracile Bone Dysplasia	schwann cell	1.9764200205958997	1	0
602361	Gracile Bone Dysplasia	tongue muscle cell	-1.2595890581708502	1	0
602361	Gracile Bone Dysplasia	vein endothelial cell	0.7256752190294521	1	0
PS602483	Auriculocondylar syndrome	basal cell	-0.452871900717367	3	0
PS602483	Auriculocondylar syndrome	capillary endothelial cell	0.5410823494938249	3	0
PS602483	Auriculocondylar syndrome	endothelial cell of artery	1.9327807312208	3	0
PS602483	Auriculocondylar syndrome	endothelial cell of lymphatic vessel	0.401732872643317	3	0
PS602483	Auriculocondylar syndrome	epithelial cell	-0.610471936886543	3	0
PS602483	Auriculocondylar syndrome	fibroblast	-0.5193307585940939	3	0
PS602483	Auriculocondylar syndrome	immune cell	-0.7108850636232551	3	0
PS602483	Auriculocondylar syndrome	keratinocyte	-0.568834260479617	3	0
PS602483	Auriculocondylar syndrome	pericyte cell	-0.31064144559085904	3	0
PS602483	Auriculocondylar syndrome	schwann cell	-0.7424000497953291	3	0
PS602483	Auriculocondylar syndrome	tongue muscle cell	-0.8071368582635049	3	0
PS602483	Auriculocondylar syndrome	vein endothelial cell	0.881995395349001	3	0
602535	Marshall-smith Syndrome	basal cell	0.0162346060071081	1	0
602535	Marshall-smith Syndrome	capillary endothelial cell	-0.868553075077915	1	0
602535	Marshall-smith Syndrome	endothelial cell of artery	-0.25462715344573	1	0
602535	Marshall-smith Syndrome	endothelial cell of lymphatic vessel	0.46923120303821103	1	0
602535	Marshall-smith Syndrome	epithelial cell	-0.6177603871891459	1	0
602535	Marshall-smith Syndrome	fibroblast	2.1661017507447298	1	1
602535	Marshall-smith Syndrome	immune cell	-1.2185964589057299	1	0
602535	Marshall-smith Syndrome	keratinocyte	-0.49869734522885906	1	0
602535	Marshall-smith Syndrome	pericyte cell	0.264875267282977	1	0
602535	Marshall-smith Syndrome	schwann cell	0.399473122267116	1	0
602535	Marshall-smith Syndrome	tongue muscle cell	1.27805050327505	1	0
602535	Marshall-smith Syndrome	vein endothelial cell	-1.13573203276781	1	0
606353	Primary Lateral Sclerosis, Juvenile	basal cell	-0.502895092793349	1	0
606353	Primary Lateral Sclerosis, Juvenile	capillary endothelial cell	2.61862889578423	1	1
606353	Primary Lateral Sclerosis, Juvenile	endothelial cell of artery	0.5830499517302551	1	0
606353	Primary Lateral Sclerosis, Juvenile	endothelial cell of lymphatic vessel	-0.735755474532567	1	0
606353	Primary Lateral Sclerosis, Juvenile	epithelial cell	-0.7285669826173771	1	0
606353	Primary Lateral Sclerosis, Juvenile	fibroblast	-0.17398300360069902	1	0
606353	Primary Lateral Sclerosis, Juvenile	immune cell	-0.493570828866096	1	0
606353	Primary Lateral Sclerosis, Juvenile	keratinocyte	-0.8254910863192131	1	0
606353	Primary Lateral Sclerosis, Juvenile	pericyte cell	-0.49630856198388	1	0
606353	Primary Lateral Sclerosis, Juvenile	schwann cell	0.9063812704246341	1	0
606353	Primary Lateral Sclerosis, Juvenile	tongue muscle cell	-0.546459196581968	1	0
606353	Primary Lateral Sclerosis, Juvenile	vein endothelial cell	0.394970109356035	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	basal cell	-0.629518276018157	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	capillary endothelial cell	0.5506954126033771	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	endothelial cell of artery	-0.671824542567895	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	endothelial cell of lymphatic vessel	1.36922753837302	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	epithelial cell	-0.9510077013216729	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	fibroblast	-0.257618880058208	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	immune cell	-0.877960753722004	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	keratinocyte	-1.06326625003489	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	pericyte cell	1.4779000942126101	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	schwann cell	1.6534648089063	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	tongue muscle cell	-0.34469020309738	1	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	vein endothelial cell	-0.25540124727509805	1	0
PS210600	Seckel syndrome	basal cell	1.8125376302230098	1	0
PS210600	Seckel syndrome	capillary endothelial cell	-0.47712845191635794	1	0
PS210600	Seckel syndrome	endothelial cell of artery	1.74999757883158	1	0
PS210600	Seckel syndrome	endothelial cell of lymphatic vessel	-0.788223954733535	1	0
PS210600	Seckel syndrome	epithelial cell	-0.582624935129532	1	0
PS210600	Seckel syndrome	fibroblast	-0.128928579192239	1	0
PS210600	Seckel syndrome	immune cell	0.345806050914814	1	0
PS210600	Seckel syndrome	keratinocyte	-0.504475441612227	1	0
PS210600	Seckel syndrome	pericyte cell	-0.1362394905428	1	0
PS210600	Seckel syndrome	schwann cell	-0.8039258988753291	1	0
PS210600	Seckel syndrome	tongue muscle cell	-1.31339096071739	1	0
PS210600	Seckel syndrome	vein endothelial cell	0.826596452750007	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	basal cell	-0.63840701785221	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	capillary endothelial cell	1.46173554429574	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	endothelial cell of artery	1.9338869715496698	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	endothelial cell of lymphatic vessel	-0.44791481581587395	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	epithelial cell	-0.5896651300885121	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	fibroblast	-0.604155021301997	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	immune cell	-0.6055312801955821	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	keratinocyte	-0.6428466171901059	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	pericyte cell	-0.0515442995763224	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	schwann cell	-0.646638387808626	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	tongue muscle cell	-0.646638387808626	1	0
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	vein endothelial cell	1.47771844179245	1	0
PS309800	Microphthalmia, syndromic	basal cell	-0.378669751045216	1	0
PS309800	Microphthalmia, syndromic	capillary endothelial cell	0.338678691241239	1	0
PS309800	Microphthalmia, syndromic	endothelial cell of artery	0.158787650535285	1	0
PS309800	Microphthalmia, syndromic	endothelial cell of lymphatic vessel	-0.481609665802024	1	0
PS309800	Microphthalmia, syndromic	epithelial cell	-0.73597730592048	1	0
PS309800	Microphthalmia, syndromic	fibroblast	1.74896642103823	1	0
PS309800	Microphthalmia, syndromic	immune cell	-0.8506030019729051	1	0
PS309800	Microphthalmia, syndromic	keratinocyte	-0.8376371237203158	1	0
PS309800	Microphthalmia, syndromic	pericyte cell	-0.479154165565052	1	0
PS309800	Microphthalmia, syndromic	schwann cell	-0.8979163233911899	1	0
PS309800	Microphthalmia, syndromic	tongue muscle cell	0.33959347550552005	1	0
PS309800	Microphthalmia, syndromic	vein endothelial cell	2.07554109909691	1	1
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	basal cell	-0.327231387687192	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	capillary endothelial cell	-1.0758737662788	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	endothelial cell of artery	-1.40941356436834	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	endothelial cell of lymphatic vessel	0.279534406306781	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	epithelial cell	-0.399484010340159	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	fibroblast	-0.38459411024896795	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	immune cell	1.29582367637655	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	keratinocyte	-0.709385462084652	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	pericyte cell	1.29988415735999	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	schwann cell	1.7855172723828	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	tongue muscle cell	0.169193385006263	1	0
608800	Sudden Infant Death With Dysgenesis Of The Testes Syndrome	vein endothelial cell	-0.523970596424275	1	0
